EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
010442078,MORTON-KELLY CHARITABLE TR,% MERTON G HENRY,PO BOX 4510,PORTLAND,ME,04112-4510,0000,03,3,1000,198902,1,04,602000000,1,01,202312,8,8,00,1,12,17851579,14964105,,,
010442081,PHI ETA KAPPA BUILDING ASSOCIATION,,107 COLLEGE AVE,ORONO,ME,04473-4211,0000,02,3,1000,201011,2,00,000000000,1,01,202308,4,3,01,0,08,245647,55600,55600,S47,
010442172,MAINE SCHOOL NUTITION ASSOCIATION,,117 STROUDWATER ST,WESTBROOK,ME,04092-4045,0000,06,3,2000,199005,2,00,205149120,1,01,202307,4,4,01,0,07,171545,133538,132696,,DOLLY LONG
010442435,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,,PO BOX 459,PITTSFIELD,ME,04967-0459,1156,08,9,1000,195110,1,00,279265000,5,01,202403,4,4,01,0,03,102322,142001,91626,,2713 SEBASTICOOK VALLEY
010442578,INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS,% TIMOTHY MOODY,92 FRONT ST,BATH,ME,04530-2607,0264,05,9,3000,194012,0,00,000000000,5,01,202312,4,4,01,0,12,240034,251838,251838,,S7 LOCAL
010442701,MAINE ATHLETIC TRAINERS ASSOCIATION,% APRIL BUCHHEIT,15 UPLAND WAY,ELLSWORTH,ME,04605-3475,0000,04,3,1000,199004,2,00,998000000,1,01,202412,0,0,02,0,12,0,0,0,,
010442853,ANOTHER CHANCE ANIMAL RESCUE,% BERGEN & PARKINSON LLC,PO BOX 552,NORTH BERWICK,ME,03906-0552,0000,03,3,1000,199207,1,15,913000000,1,01,202312,3,4,01,0,12,46917,196533,196533,D200,
010443126,ORRINGTON TRAIL RIDERS INC,% LAURIE LAVIOLETTE,PO BOX 202,ORRINGTON,ME,04474-0202,0000,07,3,1000,201403,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,S80,
010443318,BLUE HILL FIRE COMPANY,,PO BOX 1167,BLUE HILL,ME,04614-1167,0000,03,3,1600,199902,1,15,000000000,1,01,202403,6,4,01,0,03,1987333,223513,209217,M24,
010443418,DOWNEAST REGION PORSCHE CLUB OF AMERICA,% STEPHEN ATWELL,75 COBB FARM DR,WESTBROOK,ME,04092-3234,0000,07,3,1000,201708,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,N99,
010443436,IAM & AW LOCAL S 6,,722 WASHINGTON ST,BATH,ME,04530-2533,0000,05,3,3000,201910,2,00,263566279,5,01,202312,6,6,01,0,12,3778887,2113054,2113054,J40,
010443470,ATTENDANT SERVICES INC,% AGNES HUNTLEY,PO BOX 1870,PORTLAND,ME,04104-1870,0000,03,3,1000,199010,1,16,160531000,1,01,202406,6,0,02,0,06,3343069,0,0,P44Z,
010443621,WINDHAM CENTER STAGE THEATRE,,PO BOX 529,WINDHAM,ME,04062-0529,0000,03,3,1000,201010,1,15,088319404,1,01,202205,0,0,02,0,05,0,0,0,A61,
010443774,HABITAT FOR HUMANITY INTERNATIONAL INC,% KELLEY ELLSWORTH,21 SCHOOL HOUSE ROAD STE 20,ORLAND,ME,04472-3965,8545,03,9,1000,198701,1,15,029380000,1,01,202406,6,4,01,0,06,1060555,163947,154320,,HANCOCK COUNTY HFH
010443781,ASSOCIATION OF OPERATING ROOM NURSES INC,% EVAN DAVIDSON BSN RN CNOR,12 WHITMAN ST APT 1,NORWAY,ME,04268-6075,7172,06,9,2000,196905,2,00,205000000,1,01,202503,0,0,02,0,03,0,0,0,,2001 STATE OF MAINE
010443818,KATAHDIN AREA SUPPORT GROUP,% CAROL GATCH,PO BOX 374,MILLINOCKET,ME,04462-0374,0000,03,3,1000,199104,1,15,408000000,1,01,202312,0,0,02,0,12,0,0,0,S80I,
010443926,HANLEY CENTER FOR HEALTH LEADERSHIP AND EDUCATION,,PO BOX 190,MANCHESTER,ME,04351-0190,0000,03,3,1000,199404,1,15,205000000,1,01,202312,7,6,01,0,12,6587909,2662901,1880009,G90Z,
010444128,THE BUNKER HILL BAPTIST CHURCH OF JEFFERSON MAINE,% MARK L JOHNSTON,PO BOX 10,EAST WINTHROP,ME,04343-0010,0000,03,2,7000,200001,1,10,000000000,5,01,,0,0,06,0,09,,,,X21,
010444193,UNION CHURCH OF NORTHEAST HARBOR MAINE,,PO BOX 555,NORTHEAST HBR,ME,04662-0555,0000,03,3,7000,199407,1,10,001000000,1,01,,0,0,06,0,12,,,,,
010444276,AMERICAN SOCIETY OF HEATING REFRIGERATING & A-C ENGINEERS,% DANIEL BRONSHVAYG,24 W HILL RD,GARDINER,ME,04345-1932,2475,03,9,2800,197311,1,16,059161180,5,01,202406,0,0,02,0,06,0,0,0,B03,MAINE
010444376,MAINE OPERATION GAME THIEF,% PETER BARTLEY,PO BOX 2684,AUGUSTA,ME,04338-2684,0000,03,3,1000,201508,1,15,000000000,5,01,202412,4,4,01,0,12,329556,120078,69177,F22,
010444484,JEFFERSON FIRST BAPTIST CHURCH,,24 WALDOBORO RD,JEFFERSON,ME,04348-0000,3125,03,9,7000,195504,1,10,001000000,5,01,,0,0,06,0,12,,,,,3269
010444523,JOHN M EAGLESON JR INSTITUTE,,175 GATE HOUSE RD,SANFORD,ME,04073-2482,0000,03,3,1000,198908,1,16,199000000,1,01,202306,6,6,01,0,06,1656027,1194114,1194114,,EAGLESON INSTITUTE
010444683,MAINE PARENT TEACHER ASSOCIATION INC,% LORI WITHEROW,PO BOX 6,WINDHAM,ME,04082-0006,1076,03,9,1200,195002,1,16,059035000,5,01,202406,0,0,02,0,06,0,0,0,,WINDHAM PTA
010444842,MESSIAH CHRISTIAN CHURCH INC,% DANIEL MOORE,PO BOX 526,WELLS,ME,04090-0526,3481,03,9,7000,193910,1,10,001000000,1,01,,0,0,06,0,12,,,,,
010445046,MAINE ASSOCIATION OF REALTORS FOUNDATION,,19 COMMUNITY DR,AUGUSTA,ME,04330-8005,0000,03,3,2000,199008,1,15,381000000,1,01,202312,6,5,01,0,12,1920376,587525,587525,,
010445140,UNIVERSITY OF MAINE SYSTEM INC,% KARYN SMALL,125 STATE ST STE 3,AUGUSTA,ME,04330-5631,5930,03,9,2000,201308,1,15,000000000,1,01,202206,0,0,02,0,06,0,0,0,,FRIENDS AND FAMILY
010445163,ANSON MADISON AMBULANCE SERVICE INC MAIN ST ANSON ME,,PO BOX 277,MADISON,ME,04950-0277,0000,03,3,1000,199404,1,16,994159179,1,01,202406,4,6,01,0,06,490196,1228020,1228020,M23,
010445216,ROTARY INTERNATIONAL,% DOUG TOWNSEND,PO BOX 2471,BANGOR,ME,04402-2471,0573,04,9,3000,194209,0,00,000000000,1,01,202406,3,2,02,0,06,46565,22464,20640,,BANGOR BREAKFAST ROTARY CLUB
010445336,POPE MEMORIAL HUMANE SOCIETY OF KNOX COUNTY,,PO BOX 1294,ROCKLAND,ME,04841-1294,0000,03,3,1000,199104,1,15,913000000,1,01,202312,7,6,01,0,12,6410230,2354413,2280611,D200,
010445484,PLEASANT RIVER FISH AND GAME CONSERVATION ASSOCIATION INC,% KEVIN L KING TREASURER,PO BOX 261,COLUMBIA FLS,ME,04623-0261,0000,03,3,1000,201209,1,15,350349000,1,01,202412,0,0,02,0,12,0,0,0,C30,
010445612,GARDEN CLUB FEDERATION OF MAINE INC,% CATHY TURPIN,174 NARRAGANSETT TRL,BUXTON,ME,04093-6145,5342,03,9,2000,199509,1,16,000000000,5,01,202405,0,0,02,0,05,0,0,0,C42,BUXTON GARDEN CLUB
010445833,NATIONAL ACTIVE AND RETIRED FEDERAL EMPLOYEES ASSOCIATION,% STUART REYNOLDS,415 RIDGE RD,BOWDOINHAM,ME,04008-5202,1599,05,9,3000,196310,2,00,264480279,5,01,202312,0,0,02,0,12,0,0,0,,1796
010445998,ASSOCIATED GENERAL CONTRACTORS OF MAINE EDUCATION FOUNDATION,% JOHN W BUTTS,188 WHITTEN ROAD,AUGUSTA,ME,04330-6052,0000,03,3,1000,199002,1,21,040000000,1,01,202312,6,2,02,0,12,1224296,21371,21371,,
010446023,BANK OF MAINE CHARITABLE FOUNDATION,,2 ELM ST,CAMDEN,ME,04843-1947,0000,03,3,1000,199001,1,04,602000000,1,01,202312,4,1,00,1,12,259466,649,,,
010446281,MAINE WILDERNESS WATERSHED TRUST INC,% DAVID B SOULE JR,PO BOX 5660,AUGUSTA,ME,04332-5660,0000,03,3,1000,199404,1,15,350000000,1,01,202312,6,5,01,0,12,2953734,707379,167487,C340,
010446296,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,% MICHAEL BROWN,PO BOX 29,HINCKLEY,ME,04944-0029,0064,05,9,3000,194008,2,00,263264279,5,01,202312,3,4,01,0,12,84223,106832,106832,,1768 LOCAL UNION
010446468,KENNEBEC ESTUARY LAND TRUST,% WILLIAM C BLAIKLOCK,PO BOX 1128,BATH,ME,04530-1128,0000,03,3,1000,199404,1,15,350000000,1,01,202312,7,6,01,0,12,9321385,2164061,2150609,C340,
010446520,MEMGMA,% KAREN WHEELER MID-MAINE INTERNAL,PO BOX 3403,MERCERVILLE,NJ,08619-0403,0000,06,3,2000,198908,2,00,229000000,1,01,202412,0,0,02,0,12,0,0,0,,
010446558,MEETING HOUSE HILL CEMETARY ASSN,% GENE C THOMPSON,PO BOX 83,HOLLIS CENTER,ME,04042-0083,0000,13,3,1000,201405,1,00,900901000,1,01,202412,0,0,02,0,12,0,0,0,L99,
010446704,HARBOUR LIGHT FULL GOSPEL CHURCH,% REV DAVID GILBERT,63 ELM ST STE C,TOPSHAM,ME,04086-1424,7190,03,9,1000,199205,1,10,002000000,5,01,,0,0,06,0,12,,,,,
010446752,HARMONY INC,% JANET DUNHAM,679 WEST RD,BELGRADE,ME,04917-4203,6067,03,9,2000,201408,1,16,000000000,1,01,202403,0,0,02,0,03,0,0,0,A6B,MAINE-LY HARMONY
010447021,NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,% JEFFREY BREAULT,1003 WESTBROOK ST,PORTLAND,ME,04102-1914,3254,05,9,3000,199002,0,00,263000000,5,01,202412,0,0,02,0,12,0,0,0,,NATCA LOCAL PWM
010447260,LACO,,PO BOX 281,LISBON FALLS,ME,04252-0281,0000,03,3,7000,200101,1,10,000000000,1,01,,0,0,06,0,06,,,,P60,L A C O
010447337,PARENTS ALTERNATIVE TO LATCHKEY,,PO BOX 148,YORK,ME,03909-0148,0000,03,3,1000,202305,1,15,574000000,1,01,202012,2,3,01,0,12,14179,84522,84522,P33,
010447619,MAHOOSUC LAND TRUST INC,,PO BOX 981,BETHEL,ME,04217-0981,0000,03,3,1000,199404,1,16,352000000,1,01,202312,7,6,01,0,12,7060262,1043364,1034062,C340,
010448173,CENTER FOR TEACHING AND LEARNING,,119 CROSS POINT RD,EDGECOMB,ME,04556-3226,0000,03,3,1000,199001,1,11,046000000,1,01,202406,5,6,01,0,06,872159,1208307,1143485,B24Z,
010448214,KNIGHTS OF COLUMBUS,% ROBERT ROBERGE,PO BOX 7940,LEWISTON,ME,04243-7940,0188,08,9,1000,194001,1,00,036029265,5,01,202406,0,0,02,0,06,0,0,0,,10019 HOLY FAMILY COUNCIL
010448263,RONALD MCDONALD HOUSE CHARITIES INC,% KRISMAR PARTNERSHIP,250 BRACKETT ST,PORTLAND,ME,04102-3208,0000,03,3,1000,197711,1,15,205000000,1,01,202312,7,6,01,0,12,9029890,1481953,1293747,E86Z,MAINE INC
010448322,MODERN WOODMEN OF AMERICA,% JAMIE LYNN LEVESQUE,184 WEBSTER ST,LEWISTON,ME,04240-5558,1519,08,9,1000,196105,1,00,211902602,5,01,202412,0,0,02,0,12,0,0,0,,12749
010448408,WISCASSET WATERVILLE & FARMINGTON RAILWAY MUSEUM,% JAMES PATTEN,PO BOX 242,ALNA,ME,04535-0242,0000,03,3,1000,199209,1,15,060064000,1,01,202312,7,5,01,0,12,5204727,659103,637861,A500,
010448441,EMMANUEL ASSEMBLY OF GOD,,4 FAYETTE RD,LIVERMORE FALLS,ME,04254-0000,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
010448670,BETHEL AREA ARTS & MUSIC,,PO BOX 534,BETHEL,ME,04217-0534,0000,03,3,1000,199312,1,16,090000000,1,01,202312,3,4,01,0,12,87725,154318,100034,,
010448905,YPO INC,% SANDRA BLOCH,56 LAKEVIEW DR,CENTERVILLE,MA,02632-1417,7096,06,9,2000,198903,2,00,200205000,1,01,202406,6,6,01,0,06,1393563,1119563,1119563,,YPO NEW ENGLAND CHAPTER
010449192,BUCKSPORT AREA CHILD CARE CENTER INC,% KATHLEEN HODGINS,67 MILES LN,BUCKSPORT,ME,04416-4667,0000,03,3,1000,199008,1,15,574000000,1,01,202409,3,4,01,0,09,59554,444530,444530,P31Z,
010449348,COBSCOOK COMMUNITY LEARNING CENTER,,10 COMMISSARY POINT RD,TRESCOTT TWP,ME,04652-5041,0000,03,3,1000,199003,1,15,994119000,1,01,202312,6,5,01,0,12,2970393,724340,724340,,
010449510,SAINT CROIX VALLEY ASSEMBLY OF GOD,,322 NORTH ST,CALAIS,ME,04619-1209,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
010449682,DAUGHTERS OF ISABELLA,% DENISE RODZEN,1 CHURCH ST,JAY,ME,04239-1801,0997,08,9,1000,197209,1,00,600902922,5,01,202112,0,0,02,0,12,0,0,0,,677 ST ROSE DE LIMA CIRCLE
010449755,CAMDEN DOWNTOWN BUSINESS GROUP,% DAVID P JACKSON,PO BOX 505,CAMDEN,ME,04843-0505,0000,06,3,1000,199505,2,00,205000000,5,01,202312,0,0,02,0,12,0,0,0,,
010449761,FREEPORT HOUSING TRUST INC,,24 SOUTH ST OFC A,FREEPORT,ME,04032-1532,0000,03,3,1000,199007,1,16,994381000,1,01,202409,7,6,01,0,09,9722336,1942096,1939407,L200,
010449792,FRIENDS OF WALKER POND,% EATON PEABODY BRADFORD & VEAGUE,PO BOX 221,BROOKSVILLE,ME,04617-0221,0000,03,3,1000,201112,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,C32,
010449907,SAFE ABORTIONS FOR EVERYONE,,1 WESTON CT STE 203A,AUGUSTA,ME,04330-5543,0000,03,3,1000,199404,1,15,179000000,1,01,202312,6,4,01,0,12,1427197,276675,223138,,
010450107,SOCIETY OF WOMEN ENGINEERS,% ANNE E CARTER,862 MAIN ST,ELIOT,ME,03903-1852,9225,03,9,1000,199209,1,15,040059000,5,01,202406,0,0,02,0,06,0,0,0,,MAINE SECTION
010450173,WESSAWESKEAG HISTORICAL SOCIETY,% CAROL DUMONT TTEE,PO BOX 8,S THOMASTON,ME,04858-0008,0000,03,3,1000,199110,1,15,119000000,1,01,202409,0,0,02,0,09,0,0,0,A82Z,
010450687,ATLANTIC VOLUNTEER ENGINE CO INC,% VIC CHEWNING,PO BOX 7304,CAPE PORPOISE,ME,04014-7304,0000,03,3,1000,200105,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,M24,
010450693,GIVING TREE OF RANGELEY ME,% SHEILA WALDECK,PO BOX 222,RANGELEY,ME,04970-0222,0000,03,3,1000,199709,1,15,560000000,1,01,202412,0,0,02,0,12,0,0,0,P00Z,
010450747,AMANDA C ROWE SCHOOL PARENT TEACHER ORGANIZATION,% HALL ELEMENTARY SCHOOL,23 ORONO RD,PORTLAND,ME,04102-1106,0000,03,3,1200,201301,1,16,000000000,1,01,202306,0,0,02,0,06,0,0,0,B94,
010450799,SOLON SNOW HAWKS,% JOSEPH E ALBUIT,PO BOX 114,SOLON,ME,04979-0114,0000,03,3,1000,202404,1,15,000000000,1,01,,0,0,02,0,12,,,,N68,
010450803,MAINE NATIONAL GUARD FOUNDATION FUND,% FAMILY PROGRAM COORDINATOR,CAMP KEYES STATE HOUSE STATION 33,AUGUSTA,ME,04333-0001,0000,03,3,1000,199207,1,15,994000000,1,01,202409,0,3,02,0,09,0,47659,47659,,
010450868,CHINA LAKE ASSOCIATION,% TIMOTHY J AXELSON TREASURER,PO BOX 6215,CHINA VILLAGE,ME,04926-0215,0000,03,3,1000,199405,1,15,351353350,1,01,202412,4,4,01,0,12,179960,107602,107602,,
010451161,SACOPEE VALLEY RECREATION COUNCIL INC,% JOCELYN NIELSON,111 NORTON HILL RD,PORTER,ME,04068-3734,0000,03,3,1000,201002,1,15,000000000,1,01,202412,3,3,01,0,12,52780,63925,63045,N60,
010451212,CHINA REGIONAL CHURCH OF THE NAZARENE,% HAROLD SIEFKEN TREAS,PO BOX 530,SOUTH CHINA,ME,04358-0530,1588,03,9,7000,196307,1,10,001000000,5,01,,0,0,06,0,12,,,,,
010451244,VASSALBORO HISTORICAL SOCIETY,,PO BOX 13,N VASSALBORO,ME,04962-0013,0000,03,3,1000,199712,1,15,060000000,1,01,202312,0,0,02,0,12,0,0,0,A54Z,
010451298,HOPE HISTORICAL SOCIETY,% GWEN BRODIS TREASURER,367 BUZZELL HILL RD,HOPE,ME,04847-3501,0000,03,1,1200,199611,1,15,995062000,1,01,202412,0,0,02,0,12,0,0,0,A80,
010451389,TRAINRIDERS NORTHEAST,% WAYNE E DAVIS CHAIRMAN,PO BOX 4869,PORTLAND,ME,04112-4869,0000,03,3,1000,199404,1,15,125000000,1,01,202312,0,0,02,0,12,0,0,0,W40Z,
010451441,NEW LIFE MISSION,,202 EXCHANGE ST,BANGOR,ME,04401-6508,0000,03,3,1000,199003,1,16,560000000,1,01,202312,4,5,01,0,12,464951,531566,531566,P50,
010451444,MILL COVE ASSEMBLY OF GOD,,PO BOX 316,LUBEC,ME,04652-0316,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,03,,,,,
010451523,HEALTHY KIDS A FAMILY RESOURCE NETWORK,,PO BOX 689,DAMARISCOTTA,ME,04543-0689,0000,03,3,1000,198609,1,15,327000000,1,01,202409,4,4,01,0,09,130974,398895,395444,I72Z,
010451528,MAINE PROFESSIONAL DRIVERS ASSOCIATION INC,% ALAN PARADIS,20 BUZZELL RD,BIDDEFORD,ME,04005-9327,0000,03,3,1200,200303,1,16,000000000,1,01,202410,0,0,02,0,10,0,0,0,B99,
010451532,MAINE PARENT TEACHER ASSOCIATION INC,% WELLS ELEMENTARY SCHOOL,276 SANFORD RD,WELLS,ME,04090-5534,1076,03,9,1200,195002,1,16,059035000,5,01,202406,0,0,02,0,06,0,0,0,,WELLS PTSA
010451540,NATIONAL ASSOCIATION OF LETTER CARRIERS,% TIMOTHY WHITE,PO BOX 665,HAMPDEN,ME,04444-0665,0685,05,9,3000,194409,0,00,000000000,5,01,202412,4,3,01,0,12,149586,65842,65526,,391 CENTRAL MAINE MERGED
010451663,JHA SERVICES INC,% JAMES N BRODER,630 OCEAN AVE,PORTLAND,ME,04103-2704,0000,03,3,1000,199102,1,17,927603000,5,01,202404,8,8,01,0,04,17315034,19006783,18972396,,
010451718,JAY L RAMSDELL FOUNDATION,% FIRST ADVISORS,PO BOX 940,DAMARISCOTTA,ME,04543-0940,0000,03,3,1000,199201,1,04,040000000,1,01,202412,4,3,00,1,12,152937,71371,,,
010451732,CENTRAL MAINE CHRISTIAN ACADEMY INC,,390 MAIN ST,LEWISTON,ME,04240-6731,0000,03,3,2000,199202,1,11,046030000,1,01,202312,3,4,01,0,12,87552,290193,290193,B24Z,
010451745,ST CROIX INTERNATIONAL WATERWAY COMMISSION,,112 BARKER ST,CALAIS,ME,04619-1430,0000,03,3,1000,202002,1,16,350355000,1,01,202312,4,4,01,0,12,193695,427903,427550,C34,
010451903,ILLUMINATING ENGINEERING SOCIETY,% KATE SWEATER,149 CHARLES ST,BELFAST,ME,04915-6158,9246,03,9,2800,199102,0,16,000000000,0,01,202006,0,0,02,0,06,0,0,0,,PORTLAND MAINE SECTION
010451975,APOSTOLIC LIGHTHOUSE CHURCH,,517 HAMMOND ST,BANGOR,ME,04401-4584,0000,03,3,7000,200310,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
010451997,ANDOVER EDUCATIONAL FUND INC,,PO BOX 32,ANDOVER,ME,04216-0032,0000,03,3,1000,199206,1,15,040000000,1,01,202406,4,3,01,0,06,492342,74655,74655,,
010452008,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,,PO BOX 85,ELLSWORTH,ME,04605-0085,1156,08,9,1000,195110,1,00,279265000,5,01,202403,5,6,01,0,03,930876,1540370,360928,,2743 ELLSWORTH
010452012,AMERICAN SOCIETY FOR TRAINING AND DEVELOPMENT,% SALLY WILSON,405 WESTERN AVENUE 354,SOUTH PORTLAND,ME,04106-1705,3066,03,9,2000,197709,1,16,000000000,5,01,202312,0,0,02,0,12,0,0,0,,MAINE CHAPTER
010452218,ISLAND FISHERMENS WIVES ASSOCIATION,% JENNI STEELE,PO BOX 293,STONINGTON,ME,04681-0293,0000,03,3,1000,199507,1,15,995123000,1,01,202412,0,0,02,0,12,0,0,0,A99,
010452317,FRIENDS OF RACHEL CARSON NATIONAL WILDLIFE REFUGE,,PO BOX 1097,KENNEBUNK,ME,04043-1097,0000,03,3,1000,201811,1,15,350000000,1,01,202409,0,0,02,0,09,0,0,0,C30,
010452403,DOWNEAST INSTITUTE FOR APPLIED MARINE RESEARCH AND EDUCATION INC,,PO BOX 83,BEALS,ME,04611-0083,0000,03,3,2000,199704,1,15,119000000,1,01,202312,7,6,01,0,12,6435897,2697975,2697975,D330,
010452620,FRIENDS OF CASCO BAY,% JEAN MCMANAMY,75 W COMMERCIAL ST STE 301,PORTLAND,ME,04101-4857,0000,03,3,2000,199101,1,15,351000000,1,01,202403,6,6,01,0,03,2890467,1091473,1078998,C320,
010452686,JOHN L MARTIN SCHOLARSHIP FUND INC,,2002 AROOSTOOK RD,WALLAGRASS,ME,04781-3234,0000,03,3,1000,199201,1,15,040000000,1,01,202412,0,0,02,0,12,0,0,0,B82Z,
010452701,ANDROSCOGGIN LAND TRUST INC,,PO BOX 3145,AUBURN,ME,04212-3145,0000,03,3,1000,199104,1,15,350000000,1,01,202406,6,4,01,0,06,2669156,207752,196823,C34,
010452702,XI BETA OF CHI OMEGA HOUSE CORP,% KAYLA DILL,499 DIRIGO RD,SOUTH CHINA,ME,04358-3031,0000,07,3,1000,199107,2,00,036042000,1,01,202412,4,1,02,0,12,305376,3630,3630,,
010452749,FISH RIVER RURAL HEALTH,,PO BOX 309,EAGLE LAKE,ME,04739-0309,0000,03,3,1000,199010,1,15,154000000,1,01,202406,8,8,01,0,06,27264952,13814542,13814542,E700,
010452785,CRAIG MINISTRIES INC,,430 GRANDVIEW AVE APT 17,BANGOR,ME,04401-3283,0000,03,3,7000,199011,1,10,121000000,1,01,,0,0,06,0,12,,,,X20,
010453049,RIVER OF GOD CHRISTIAN MINISTRIES AG,,48 FREMONT ST,MACHIAS,ME,04654-0000,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
010453075,COLD STREAM SNO-RIDERS INC,% SCOTT WALLACE,HCR 67 BOX 118,ENFIELD,ME,04493-0000,0000,07,3,1000,199304,2,00,288317319,1,01,202312,0,0,02,0,12,0,0,0,,
010453138,BIG PINE GUN CLUB,% JOHN D ARMSTRONG,PO BOX 6,GUILFORD,ME,04443-0006,0000,07,3,1000,202409,2,00,000000000,1,01,202404,4,3,01,0,04,305561,87962,87962,N61,
010453172,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF MAINE,% TIMOTHY E SANDENO,PO BOX 472,GORHAM,ME,04038-0472,9154,19,9,1000,198705,1,00,907908000,1,01,202406,0,0,02,0,06,0,0,0,,10879 GORHAM MEMORIAL POST
010453248,CONSUMERS FOR AFFORDABLE HEALTH CARE,% P M I,PO BOX 2490,AUGUSTA,ME,04338-2490,0000,04,3,3000,199806,2,00,125000000,1,01,202312,1,3,02,0,12,2474,39500,39500,,
010453264,MAINE TIMBER RESEARCH AND ENVIRONMENTAL EDUCATION FOUNDATION,% RICHARD M PIERCE,535 CIVIC CENTER DR,AUGUSTA,ME,04330-7904,0000,03,3,1000,199004,1,15,350000000,1,01,202312,6,6,01,0,12,4713740,4009737,1722341,C013,MAINE TREE FOUNDATION
010453408,INDEPENDENT ORDER OF ODD FELLOWS,% JUDY CLARK,80 CARON LN,AUBURN,ME,04210-4289,0028,08,9,1000,196205,1,00,036000000,5,01,202312,0,0,02,0,12,0,0,0,,18 PARMENAS LEA
010453418,SCHOOLHOUSE ARTS CENTER AT SEBAGO LAKE,,PO BOX 140,STANDISH,ME,04084-0140,0000,03,3,2000,199404,1,15,090000000,1,01,202312,3,4,01,0,12,46458,232403,232403,A25Z,
010453457,MAINE BEVERAGE ASSOCIATION,% NEWELL AUGUS,157 CAPITOL ST STE 3,AUGUSTA,ME,04330-6212,0000,06,3,1000,199012,0,00,000000000,1,01,202312,3,3,01,0,12,62261,99104,99104,,
010453780,THOMPSON COMMUNITY CENTER ASSOCIATION,,528 OYSTER RIVER RD,WARREN,ME,04864-8204,0000,03,3,2000,199308,1,16,296000000,1,01,202209,3,2,02,0,09,52045,15496,15496,P28Z,
010453808,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,% HEIDI ROBINSON,792 SOUTHERN BAY RD,PENOBSCOT,ME,04476-3824,1050,03,9,1200,194907,1,16,059062061,5,01,202502,0,0,02,0,02,0,0,0,,RAMASSOC DAR
010453810,NORTHEAST OFF ROAD VEHICLE COMPETITION ASSOCIATION INC,% MAURICE OUELLETTE,72 ENTERPRISE RD,LIMERICK,ME,04048-4050,0000,04,3,3000,199307,2,00,301317000,1,01,202412,0,0,02,0,12,0,0,0,,
010454000,BONNY EAGLE FOOTBALL BOOSTERS INC,% JARROD MCDEVITT,PO BOX 628,STANDISH,ME,04084-0628,0000,03,3,1000,200504,1,16,000000000,1,01,202312,4,4,01,0,12,118996,184937,139521,N11,
010454002,MILBRIDGE HISTORICAL SOCIETY,% GARY WILLEY,PO BOX 194,MILBRIDGE,ME,04658-0194,0000,03,3,1000,199106,1,15,060119000,1,01,202312,0,0,02,0,12,0,0,0,,
010454046,ISLE AU HAUT COMMUNITY DEVELOPMENT CORPORATION,% BOB OLNEY,PO BOX 99,ISLE AU HAUT,ME,04645-0099,0000,03,3,1000,199106,1,15,380000000,1,01,202312,5,4,01,0,12,928163,200922,200922,L20Z,
010454053,RAGGED MOUNTAIN SKI CLUB,%,PO BOX 967,CAMDEN,ME,04843-0967,0000,03,3,1000,199106,1,15,279000000,1,01,202405,0,0,02,0,05,0,0,0,Z99Z,
010454077,WHA INC,% DIANE TOWNSEND,88 SILVER ST,WATERVILLE,ME,04901-5924,0000,03,3,1000,199812,1,15,994380000,1,01,202312,6,4,01,0,12,1859622,193131,74398,L99,
010454228,YORK SOCCER CLUB,,PO BOX 726,YORK,ME,03909-0726,0000,03,3,1000,199704,1,16,179000000,1,01,202212,2,0,02,0,12,20838,0,0,N20Z,
010454269,FREEPORT COMMUNITY PLAYERS,,PO BOX 483,FREEPORT,ME,04032-0483,0000,03,3,2000,199106,1,16,090088000,1,01,202212,0,0,02,0,12,0,0,0,,
010454498,KNIGHTS OF COLUMBUS,% JEFF OUELLETTE,244 CANTERBURY RD,WELLS,ME,04090-6913,0188,08,9,1000,194010,1,00,036029265,5,01,202412,0,0,02,0,12,0,0,0,,10259 GREAT WORKS COUNCIL
